idx,Symbol,avg,Date,Open,High,Low,Close,date,time,hour,ampm,ts
0,,10066.385,,,,,,Wed Aug 21 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
1,,10062.465,,,,,,Wed Aug 21 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
2,,10101.84,,,,,,Wed Aug 21 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
3,,10128.740000000002,,,,,,Wed Aug 21 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
4,,10095.785,,,,,,Wed Aug 21 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
5,,10098.315,,,,,,Wed Aug 21 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
6,,10122.125,,,,,,Wed Aug 21 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
7,,10059.84,,,,,,Wed Aug 21 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
8,,10000.400000000001,,,,,,Wed Aug 21 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
9,,9988.155,,,,,,Wed Aug 21 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
10,,9971.83,,,,,,Wed Aug 21 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
11,,10080.195,,,,,,Thu Aug 22 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
12,,10168.475,,,,,,Wed Aug 21 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
13,,10186.970000000001,,,,,,Wed Aug 21 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
14,,10198.14,,,,,,Wed Aug 21 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
15,,10159.635,,,,,,Wed Aug 21 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16,,10160.185,,,,,,Wed Aug 21 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
17,,10216.09,,,,,,Wed Aug 21 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
18,,10230.654999999999,,,,,,Wed Aug 21 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
19,,10266.845000000001,,,,,,Wed Aug 21 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
20,,10463.545,,,,,,Wed Aug 21 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
21,,10645,,,,,,Wed Aug 21 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
22,,10689.615,,,,,,Wed Aug 21 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
23,,10726.825,,,,,,Wed Aug 21 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
24,,10795.08,,,,,,Tue Aug 20 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
25,,10811.795,,,,,,Tue Aug 20 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
26,,10755.695,,,,,,Tue Aug 20 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
27,,10725.775000000001,,,,,,Tue Aug 20 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
28,,10743.970000000001,,,,,,Tue Aug 20 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
29,,10758.14,,,,,,Tue Aug 20 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
30,,10754.195,,,,,,Tue Aug 20 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
31,,10745.245,,,,,,Tue Aug 20 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
32,,10678.325,,,,,,Tue Aug 20 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
33,,10633.055,,,,,,Tue Aug 20 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
34,,10649.494999999999,,,,,,Tue Aug 20 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
35,,10676.904999999999,,,,,,Wed Aug 21 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
36,,10680.695,,,,,,Tue Aug 20 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
37,,10679.099999999999,,,,,,Tue Aug 20 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
38,,10696.494999999999,,,,,,Tue Aug 20 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
39,,10748.05,,,,,,Tue Aug 20 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
40,,10800.31,,,,,,Tue Aug 20 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
41,,10776.59,,,,,,Tue Aug 20 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
42,,10786.349999999999,,,,,,Tue Aug 20 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
43,,10800.119999999999,,,,,,Tue Aug 20 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
44,,10832.15,,,,,,Tue Aug 20 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
45,,10880.73,,,,,,Tue Aug 20 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
46,,10888.385,,,,,,Tue Aug 20 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
47,,10903.155,,,,,,Tue Aug 20 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
48,,10842.815,,,,,,Mon Aug 19 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
49,,10740.23,,,,,,Mon Aug 19 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
50,,10692.73,,,,,,Mon Aug 19 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
51,,10680.485,,,,,,Mon Aug 19 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
52,,10701.39,,,,,,Mon Aug 19 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
53,,10711.95,,,,,,Mon Aug 19 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
54,,10685.86,,,,,,Mon Aug 19 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
55,,10686.259999999998,,,,,,Mon Aug 19 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
56,,10712.63,,,,,,Mon Aug 19 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
57,,10713.72,,,,,,Mon Aug 19 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
58,,10695.755000000001,,,,,,Mon Aug 19 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
59,,10677.17,,,,,,Tue Aug 20 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
60,,10676.42,,,,,,Mon Aug 19 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
61,,10663.035,,,,,,Mon Aug 19 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
62,,10662.02,,,,,,Mon Aug 19 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
63,,10700.05,,,,,,Mon Aug 19 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
64,,10591.05,,,,,,Mon Aug 19 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
65,,10413.195,,,,,,Mon Aug 19 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
66,,10366.895,,,,,,Mon Aug 19 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
67,,10382.814999999999,,,,,,Mon Aug 19 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
68,,10398.765,,,,,,Mon Aug 19 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
69,,10368.244999999999,,,,,,Mon Aug 19 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
70,,10331.32,,,,,,Mon Aug 19 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
71,,10316.115000000002,,,,,,Mon Aug 19 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
72,,10326.345000000001,,,,,,Sun Aug 18 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
73,,10379.425,,,,,,Sun Aug 18 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
74,,10384.900000000001,,,,,,Sun Aug 18 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
75,,10363.93,,,,,,Sun Aug 18 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
76,,10375.05,,,,,,Sun Aug 18 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
77,,10378.795,,,,,,Sun Aug 18 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
78,,10396.445,,,,,,Sun Aug 18 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
79,,10400.41,,,,,,Sun Aug 18 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
80,,10380.66,,,,,,Sun Aug 18 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
81,,10402.369999999999,,,,,,Sun Aug 18 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
82,,10402.494999999999,,,,,,Sun Aug 18 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
83,,10384.575,,,,,,Mon Aug 19 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
84,,10375.975,,,,,,Sun Aug 18 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
85,,10276.25,,,,,,Sun Aug 18 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
86,,10153.05,,,,,,Sun Aug 18 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
87,,10125.48,,,,,,Sun Aug 18 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
88,,10153.14,,,,,,Sun Aug 18 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
89,,10153.445,,,,,,Sun Aug 18 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
90,,10136.28,,,,,,Sun Aug 18 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
91,,10123.265,,,,,,Sun Aug 18 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
92,,10141.375,,,,,,Sun Aug 18 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
93,,10176.175,,,,,,Sun Aug 18 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
94,,10205.4,,,,,,Sun Aug 18 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
95,,10221.615,,,,,,Sun Aug 18 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
96,,10226.075,,,,,,Sat Aug 17 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
97,,10190.21,,,,,,Sat Aug 17 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
98,,10112.6,,,,,,Sat Aug 17 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
99,,10124.075,,,,,,Sat Aug 17 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
100,,10172.34,,,,,,Sat Aug 17 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
101,,10128.435000000001,,,,,,Sat Aug 17 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
102,,10179.715,,,,,,Sat Aug 17 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
103,,10296.135,,,,,,Sat Aug 17 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
104,,10311.355,,,,,,Sat Aug 17 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
105,,10334.23,,,,,,Sat Aug 17 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
106,,10344.994999999999,,,,,,Sat Aug 17 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
107,,10332.599999999999,,,,,,Sun Aug 18 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
108,,10356.785,,,,,,Sat Aug 17 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
109,,10409.310000000001,,,,,,Sat Aug 17 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
110,,10414.295,,,,,,Sat Aug 17 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
111,,10374.15,,,,,,Sat Aug 17 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
112,,10345.145,,,,,,Sat Aug 17 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
113,,10354.81,,,,,,Sat Aug 17 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
114,,10361.689999999999,,,,,,Sat Aug 17 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
115,,10315.465,,,,,,Sat Aug 17 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
116,,10310.155,,,,,,Sat Aug 17 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
117,,10358.515,,,,,,Sat Aug 17 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
118,,10307.82,,,,,,Sat Aug 17 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
119,,10282.795,,,,,,Sat Aug 17 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
120,,10360.725,,,,,,Fri Aug 16 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
121,,10408.955,,,,,,Fri Aug 16 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
122,,10402.545,,,,,,Fri Aug 16 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
123,,10414.42,,,,,,Fri Aug 16 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
124,,10430.4,,,,,,Fri Aug 16 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
125,,10402.63,,,,,,Fri Aug 16 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
126,,10400.605,,,,,,Fri Aug 16 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
127,,10395.52,,,,,,Fri Aug 16 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
128,,10238.015,,,,,,Fri Aug 16 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
129,,10101.939999999999,,,,,,Fri Aug 16 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
130,,10157.029999999999,,,,,,Fri Aug 16 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
131,,10174.545,,,,,,Sat Aug 17 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
132,,10119.42,,,,,,Fri Aug 16 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
133,,10092.435000000001,,,,,,Fri Aug 16 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
134,,10084.23,,,,,,Fri Aug 16 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
135,,10005.255000000001,,,,,,Fri Aug 16 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
136,,9954.395,,,,,,Fri Aug 16 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
137,,9940.355,,,,,,Fri Aug 16 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
138,,10000.4,,,,,,Fri Aug 16 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
139,,10208.244999999999,,,,,,Fri Aug 16 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
140,,10337.5,,,,,,Fri Aug 16 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
141,,10351.895,,,,,,Fri Aug 16 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
142,,10327.880000000001,,,,,,Fri Aug 16 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
143,,10298.145,,,,,,Fri Aug 16 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
144,,10344.925,,,,,,Thu Aug 15 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
145,,10367.095000000001,,,,,,Thu Aug 15 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
146,,10354.135,,,,,,Thu Aug 15 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
147,,10238.34,,,,,,Thu Aug 15 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
148,,10074.125,,,,,,Thu Aug 15 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
149,,10032.66,,,,,,Thu Aug 15 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
150,,10037.86,,,,,,Thu Aug 15 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
151,,10073.279999999999,,,,,,Thu Aug 15 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
152,,10052.46,,,,,,Thu Aug 15 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
153,,10012.93,,,,,,Thu Aug 15 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
154,,10006.310000000001,,,,,,Thu Aug 15 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
155,,10077.82,,,,,,Fri Aug 16 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
156,,10109.145,,,,,,Thu Aug 15 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
157,,10077.395,,,,,,Thu Aug 15 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
158,,10095.05,,,,,,Thu Aug 15 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
159,,10095.05,,,,,,Thu Aug 15 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
160,,10095.05,,,,,,Thu Aug 15 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
161,,10095.05,,,,,,Thu Aug 15 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
162,,10095.05,,,,,,Thu Aug 15 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
163,,10095.05,,,,,,Thu Aug 15 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
164,,10095.05,,,,,,Thu Aug 15 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
165,,10095.05,,,,,,Thu Aug 15 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
166,,10114.42,,,,,,Thu Aug 15 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
167,,10092.080000000002,,,,,,Thu Aug 15 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
168,,10145.220000000001,,,,,,Wed Aug 14 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
169,,10225.8,,,,,,Wed Aug 14 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
170,,10200.895,,,,,,Wed Aug 14 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
171,,10164.015,,,,,,Wed Aug 14 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
172,,10155.965,,,,,,Wed Aug 14 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
173,,10206.720000000001,,,,,,Wed Aug 14 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
174,,10293.205,,,,,,Wed Aug 14 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
175,,10430.605,,,,,,Wed Aug 14 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
176,,10515.925,,,,,,Wed Aug 14 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
177,,10555.695,,,,,,Wed Aug 14 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
178,,10613.395,,,,,,Wed Aug 14 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
179,,10594.935000000001,,,,,,Thu Aug 15 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
180,,10545.41,,,,,,Wed Aug 14 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
181,,10525.875,,,,,,Wed Aug 14 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
182,,10497.755,,,,,,Wed Aug 14 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
183,,10548.939999999999,,,,,,Wed Aug 14 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
184,,10623.744999999999,,,,,,Wed Aug 14 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
185,,10624.735,,,,,,Wed Aug 14 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
186,,10595.619999999999,,,,,,Wed Aug 14 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
187,,10613.045,,,,,,Wed Aug 14 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
188,,10673.49,,,,,,Wed Aug 14 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
189,,10654.029999999999,,,,,,Wed Aug 14 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
190,,10691.465,,,,,,Wed Aug 14 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
191,,10828.865,,,,,,Wed Aug 14 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
192,,10894.915,,,,,,Tue Aug 13 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
193,,10894.795,,,,,,Tue Aug 13 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
194,,10903.355,,,,,,Tue Aug 13 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
195,,10925.21,,,,,,Tue Aug 13 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
196,,10930.775000000001,,,,,,Tue Aug 13 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
197,,10917.685000000001,,,,,,Tue Aug 13 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
198,,10880,,,,,,Tue Aug 13 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
199,,10900.545,,,,,,Tue Aug 13 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
200,,10975.630000000001,,,,,,Tue Aug 13 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
201,,11076.345000000001,,,,,,Tue Aug 13 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
202,,11203.175,,,,,,Tue Aug 13 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
203,,11267.11,,,,,,Wed Aug 14 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
204,,11270.205,,,,,,Tue Aug 13 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
205,,11281.395,,,,,,Tue Aug 13 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
206,,11324.935000000001,,,,,,Tue Aug 13 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
207,,11356.029999999999,,,,,,Tue Aug 13 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
208,,11364.145,,,,,,Tue Aug 13 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
209,,11378.165,,,,,,Tue Aug 13 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
210,,11373.035,,,,,,Tue Aug 13 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
211,,11373.564999999999,,,,,,Tue Aug 13 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
212,,11393.619999999999,,,,,,Tue Aug 13 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
213,,11396.119999999999,,,,,,Tue Aug 13 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
214,,11413.369999999999,,,,,,Tue Aug 13 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
215,,11411.880000000001,,,,,,Tue Aug 13 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
216,,11407.43,,,,,,Mon Aug 12 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
217,,11408.355,,,,,,Mon Aug 12 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
218,,11418.035,,,,,,Mon Aug 12 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
219,,11441.015,,,,,,Mon Aug 12 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
220,,11431.445,,,,,,Mon Aug 12 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
221,,11417.07,,,,,,Mon Aug 12 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
222,,11412.630000000001,,,,,,Mon Aug 12 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
223,,11404.615000000002,,,,,,Mon Aug 12 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
224,,11389.795,,,,,,Mon Aug 12 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
225,,11379.83,,,,,,Mon Aug 12 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
226,,11388.36,,,,,,Mon Aug 12 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
227,,11362.775000000001,,,,,,Tue Aug 13 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
228,,11353.76,,,,,,Mon Aug 12 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
229,,11368.654999999999,,,,,,Mon Aug 12 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
230,,11364.855,,,,,,Mon Aug 12 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
231,,11391.939999999999,,,,,,Mon Aug 12 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
232,,11396.48,,,,,,Mon Aug 12 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
233,,11389.994999999999,,,,,,Mon Aug 12 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
234,,11417.475,,,,,,Mon Aug 12 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
235,,11441.195,,,,,,Mon Aug 12 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
236,,11448.220000000001,,,,,,Mon Aug 12 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
237,,11472.380000000001,,,,,,Mon Aug 12 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
238,,11487.779999999999,,,,,,Mon Aug 12 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
239,,11515.384999999998,,,,,,Mon Aug 12 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
240,,11532.075,,,,,,Sun Aug 11 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
