idx,Symbol,avg,Date,Open,High,Low,Close,date,time,hour,ampm,ts
16738,,3751.6899999999996,,,,,,Sat Sep 23 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16739,,3748.3,,,,,,Sun Sep 24 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16740,,3758.1850000000004,,,,,,Sat Sep 23 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16741,,3775.005,,,,,,Sat Sep 23 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16742,,3774.005,,,,,,Sat Sep 23 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16743,,3783.005,,,,,,Sat Sep 23 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16744,,3784.005,,,,,,Sat Sep 23 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16745,,3748.42,,,,,,Sat Sep 23 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16746,,3730.7200000000003,,,,,,Sat Sep 23 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16747,,3711.995,,,,,,Sat Sep 23 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16748,,3691.065,,,,,,Sat Sep 23 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16749,,3687.56,,,,,,Sat Sep 23 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16750,,3679.8599999999997,,,,,,Sat Sep 23 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16751,,3641.175,,,,,,Sat Sep 23 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16752,,3612.5,,,,,,Fri Sep 22 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16753,,3602.245,,,,,,Fri Sep 22 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16754,,3592.1049999999996,,,,,,Fri Sep 22 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16755,,3597.795,,,,,,Fri Sep 22 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16756,,3574.995,,,,,,Fri Sep 22 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16757,,3558.5,,,,,,Fri Sep 22 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16758,,3553.505,,,,,,Fri Sep 22 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16759,,3532.035,,,,,,Fri Sep 22 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16760,,3555.2799999999997,,,,,,Fri Sep 22 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16761,,3581.3,,,,,,Fri Sep 22 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16762,,3579.115,,,,,,Fri Sep 22 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16763,,3566.045,,,,,,Sat Sep 23 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16764,,3556.41,,,,,,Fri Sep 22 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16765,,3589.8999999999996,,,,,,Fri Sep 22 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16766,,3627.325,,,,,,Fri Sep 22 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16767,,3653.08,,,,,,Fri Sep 22 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16768,,3695,,,,,,Fri Sep 22 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16769,,3722.4849999999997,,,,,,Fri Sep 22 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16770,,3722.9449999999997,,,,,,Fri Sep 22 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16771,,3714.985,,,,,,Fri Sep 22 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16772,,3657.375,,,,,,Fri Sep 22 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16773,,3634.495,,,,,,Fri Sep 22 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16774,,3649.52,,,,,,Fri Sep 22 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16775,,3628.64,,,,,,Fri Sep 22 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16776,,3618.555,,,,,,Thu Sep 21 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16777,,3628.56,,,,,,Thu Sep 21 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16778,,3630,,,,,,Thu Sep 21 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16779,,3617.5150000000003,,,,,,Thu Sep 21 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16780,,3639.34,,,,,,Thu Sep 21 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16781,,3668.735,,,,,,Thu Sep 21 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16782,,3666.91,,,,,,Thu Sep 21 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16783,,3698.7200000000003,,,,,,Thu Sep 21 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16784,,3754.995,,,,,,Thu Sep 21 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16785,,3819.61,,,,,,Thu Sep 21 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16786,,3857.375,,,,,,Thu Sep 21 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16787,,3861.515,,,,,,Fri Sep 22 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16788,,3868.215,,,,,,Thu Sep 21 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16789,,3865.74,,,,,,Thu Sep 21 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16790,,3865.995,,,,,,Thu Sep 21 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16791,,3878.6099999999997,,,,,,Thu Sep 21 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16792,,3875.1099999999997,,,,,,Thu Sep 21 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16793,,3867.495,,,,,,Thu Sep 21 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16794,,3861.355,,,,,,Thu Sep 21 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16795,,3840.185,,,,,,Thu Sep 21 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16796,,3847.83,,,,,,Thu Sep 21 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16797,,3851.835,,,,,,Thu Sep 21 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16798,,3832.835,,,,,,Thu Sep 21 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16799,,3865,,,,,,Thu Sep 21 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16800,,3934.29,,,,,,Wed Sep 20 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16801,,3964.29,,,,,,Wed Sep 20 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16802,,3974.16,,,,,,Wed Sep 20 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16803,,3975.625,,,,,,Wed Sep 20 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16804,,3989.46,,,,,,Wed Sep 20 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16805,,4012.24,,,,,,Wed Sep 20 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16806,,4012.7349999999997,,,,,,Wed Sep 20 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16807,,4010.99,,,,,,Wed Sep 20 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16808,,4008.99,,,,,,Wed Sep 20 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16809,,4002.5,,,,,,Wed Sep 20 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16810,,3952.09,,,,,,Wed Sep 20 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16811,,3919.965,,,,,,Thu Sep 21 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16812,,3928.06,,,,,,Wed Sep 20 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16813,,3928.105,,,,,,Wed Sep 20 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16814,,3936.33,,,,,,Wed Sep 20 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16815,,3929.3450000000003,,,,,,Wed Sep 20 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16816,,3931.9449999999997,,,,,,Wed Sep 20 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16817,,3900.5,,,,,,Wed Sep 20 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16818,,3850.49,,,,,,Wed Sep 20 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16819,,3862.955,,,,,,Wed Sep 20 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16820,,3875.6549999999997,,,,,,Wed Sep 20 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16821,,3862.94,,,,,,Wed Sep 20 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16822,,3862.75,,,,,,Wed Sep 20 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16823,,3892.52,,,,,,Wed Sep 20 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16824,,3896.375,,,,,,Tue Sep 19 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16825,,3865.36,,,,,,Tue Sep 19 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16826,,3845.025,,,,,,Tue Sep 19 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16827,,3866.025,,,,,,Tue Sep 19 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16828,,3925.005,,,,,,Tue Sep 19 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16829,,3960.005,,,,,,Tue Sep 19 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16830,,3960.955,,,,,,Tue Sep 19 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16831,,3963.455,,,,,,Tue Sep 19 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16832,,3955.69,,,,,,Tue Sep 19 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16833,,3938.185,,,,,,Tue Sep 19 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16834,,3973.13,,,,,,Tue Sep 19 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16835,,3992.635,,,,,,Wed Sep 20 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16836,,3984.505,,,,,,Tue Sep 19 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16837,,3970.1,,,,,,Tue Sep 19 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16838,,3936.1099999999997,,,,,,Tue Sep 19 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16839,,3934.15,,,,,,Tue Sep 19 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16840,,3950.6000000000004,,,,,,Tue Sep 19 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16841,,3912.46,,,,,,Tue Sep 19 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16842,,3887.76,,,,,,Tue Sep 19 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16843,,3943.27,,,,,,Tue Sep 19 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16844,,3966.01,,,,,,Tue Sep 19 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16845,,3965.0550000000003,,,,,,Tue Sep 19 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16846,,3977.08,,,,,,Tue Sep 19 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16847,,4010.03,,,,,,Tue Sep 19 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16848,,4032.5550000000003,,,,,,Mon Sep 18 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16849,,4038.815,,,,,,Mon Sep 18 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16850,,3999.5150000000003,,,,,,Mon Sep 18 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16851,,3960.49,,,,,,Mon Sep 18 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16852,,3975.2349999999997,,,,,,Mon Sep 18 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16853,,3966.145,,,,,,Mon Sep 18 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16854,,3960.41,,,,,,Mon Sep 18 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16855,,3999.925,,,,,,Mon Sep 18 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16856,,4009.17,,,,,,Mon Sep 18 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16857,,4039.005,,,,,,Mon Sep 18 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16858,,4065.005,,,,,,Mon Sep 18 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16859,,3984.67,,,,,,Tue Sep 19 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16860,,3930.2799999999997,,,,,,Mon Sep 18 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16861,,3918.615,,,,,,Mon Sep 18 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16862,,3928.16,,,,,,Mon Sep 18 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16863,,3950.32,,,,,,Mon Sep 18 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16864,,3950.165,,,,,,Mon Sep 18 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16865,,3900.0150000000003,,,,,,Mon Sep 18 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16866,,3809.54,,,,,,Mon Sep 18 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16867,,3799.5299999999997,,,,,,Mon Sep 18 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16868,,3837.8900000000003,,,,,,Mon Sep 18 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16869,,3792.8900000000003,,,,,,Mon Sep 18 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16870,,3735.505,,,,,,Mon Sep 18 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16871,,3715.5,,,,,,Mon Sep 18 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16872,,3709.995,,,,,,Sun Sep 17 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16873,,3720,,,,,,Sun Sep 17 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16874,,3705,,,,,,Sun Sep 17 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16875,,3705,,,,,,Sun Sep 17 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16876,,3717.51,,,,,,Sun Sep 17 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16877,,3702.52,,,,,,Sun Sep 17 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16878,,3695.01,,,,,,Sun Sep 17 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16879,,3668.665,,,,,,Sun Sep 17 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16880,,3643.0950000000003,,,,,,Sun Sep 17 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16881,,3643.4300000000003,,,,,,Sun Sep 17 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16882,,3588.1549999999997,,,,,,Sun Sep 17 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16883,,3518.67,,,,,,Mon Sep 18 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16884,,3538.235,,,,,,Sun Sep 17 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16885,,3563.71,,,,,,Sun Sep 17 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16886,,3542.495,,,,,,Sun Sep 17 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16887,,3547.005,,,,,,Sun Sep 17 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16888,,3561.025,,,,,,Sun Sep 17 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16889,,3560.4,,,,,,Sun Sep 17 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16890,,3558.88,,,,,,Sun Sep 17 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16891,,3570.005,,,,,,Sun Sep 17 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16892,,3610.01,,,,,,Sun Sep 17 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16893,,3621.01,,,,,,Sun Sep 17 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16894,,3636,,,,,,Sun Sep 17 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16895,,3692.475,,,,,,Sun Sep 17 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16896,,3712.475,,,,,,Sat Sep 16 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16897,,3692.5,,,,,,Sat Sep 16 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16898,,3668.565,,,,,,Sat Sep 16 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16899,,3663.065,,,,,,Sat Sep 16 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16900,,3672.5,,,,,,Sat Sep 16 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16901,,3649.005,,,,,,Sat Sep 16 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16902,,3633.505,,,,,,Sat Sep 16 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16903,,3608.5550000000003,,,,,,Sat Sep 16 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16904,,3598.5550000000003,,,,,,Sat Sep 16 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16905,,3652.49,,,,,,Sat Sep 16 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16906,,3652.49,,,,,,Sat Sep 16 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16907,,3630.0299999999997,,,,,,Sun Sep 17 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16908,,3555.0299999999997,,,,,,Sat Sep 16 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16909,,3616.54,,,,,,Sat Sep 16 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16910,,3796.415,,,,,,Sat Sep 16 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16911,,3843.825,,,,,,Sat Sep 16 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16912,,3819.95,,,,,,Sat Sep 16 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16913,,3804.005,,,,,,Sat Sep 16 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16914,,3823.005,,,,,,Sat Sep 16 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16915,,3800,,,,,,Sat Sep 16 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16916,,3794.49,,,,,,Sat Sep 16 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16917,,3824.49,,,,,,Sat Sep 16 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16918,,3782.5,,,,,,Sat Sep 16 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16919,,3717.5,,,,,,Sat Sep 16 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16920,,3725,,,,,,Fri Sep 15 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16921,,3770,,,,,,Fri Sep 15 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16922,,3750,,,,,,Fri Sep 15 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16923,,3706.33,,,,,,Fri Sep 15 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16924,,3631.375,,,,,,Fri Sep 15 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16925,,3554.045,,,,,,Fri Sep 15 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16926,,3556.505,,,,,,Fri Sep 15 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16927,,3697.505,,,,,,Fri Sep 15 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16928,,3805,,,,,,Fri Sep 15 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16929,,3570.01,,,,,,Fri Sep 15 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16930,,3345.01,,,,,,Fri Sep 15 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16931,,3124.5,,,,,,Sat Sep 16 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16932,,2934.5,,,,,,Fri Sep 15 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16933,,2950.25,,,,,,Fri Sep 15 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16934,,3030.25,,,,,,Fri Sep 15 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16935,,3129,,,,,,Fri Sep 15 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16936,,3124,,,,,,Fri Sep 15 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16937,,3200,,,,,,Fri Sep 15 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16938,,3304.9049999999997,,,,,,Fri Sep 15 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16939,,3339.9049999999997,,,,,,Fri Sep 15 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16940,,3380,,,,,,Fri Sep 15 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16941,,3398.5,,,,,,Fri Sep 15 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16942,,3362.995,,,,,,Fri Sep 15 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16943,,3254.005,,,,,,Fri Sep 15 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16944,,3259.01,,,,,,Thu Sep 14 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16945,,3307,,,,,,Thu Sep 14 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16946,,3335.505,,,,,,Thu Sep 14 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16947,,3378.005,,,,,,Thu Sep 14 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16948,,3406.1400000000003,,,,,,Thu Sep 14 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16949,,3383.775,,,,,,Thu Sep 14 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16950,,3392.635,,,,,,Thu Sep 14 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16951,,3489,,,,,,Thu Sep 14 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
16952,,3557.4449999999997,,,,,,Thu Sep 14 2017 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
16953,,3565.9399999999996,,,,,,Thu Sep 14 2017 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
16954,,3512.49,,,,,,Thu Sep 14 2017 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
16955,,3485.505,,,,,,Fri Sep 15 2017 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
16956,,3576.08,,,,,,Thu Sep 14 2017 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
16957,,3716.075,,,,,,Thu Sep 14 2017 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
16958,,3785.51,,,,,,Thu Sep 14 2017 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
16959,,3840,,,,,,Thu Sep 14 2017 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
16960,,3838.635,,,,,,Thu Sep 14 2017 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
16961,,3831.6400000000003,,,,,,Thu Sep 14 2017 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
16962,,3848,,,,,,Thu Sep 14 2017 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
16963,,3823,,,,,,Thu Sep 14 2017 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
16964,,3828.125,,,,,,Thu Sep 14 2017 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
16965,,3890.125,,,,,,Thu Sep 14 2017 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
16966,,3916.75,,,,,,Thu Sep 14 2017 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
16967,,3924.0950000000003,,,,,,Thu Sep 14 2017 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
16968,,3944.8500000000004,,,,,,Wed Sep 13 2017 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
16969,,3896.83,,,,,,Wed Sep 13 2017 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
16970,,3869.79,,,,,,Wed Sep 13 2017 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
16971,,3885.37,,,,,,Wed Sep 13 2017 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
16972,,3890.4049999999997,,,,,,Wed Sep 13 2017 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
16973,,3925.5,,,,,,Wed Sep 13 2017 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
16974,,3947,,,,,,Wed Sep 13 2017 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
16975,,3869.5,,,,,,Wed Sep 13 2017 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
