Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
2019-04-13 12-PM,BTCUSDT,5018.92,5042.82,5013.2,5040.82,648.03,3261386.74
2019-04-13 11-AM,BTCUSDT,5009.82,5026,5005.12,5018.92,1119.65,5616556.62
2019-04-13 10-AM,BTCUSDT,5048.59,5057.59,5004,5009.82,1269.63,6379993.45
2019-04-13 09-AM,BTCUSDT,5055,5056.98,5035.01,5048.59,782.37,3948774.7
2019-04-13 08-AM,BTCUSDT,5063.45,5068.93,5034.11,5055,1036.48,5234399.95
2019-04-13 07-AM,BTCUSDT,5083.6,5087.8,5054.81,5063.45,811.99,4117343.28
2019-04-13 06-AM,BTCUSDT,5087.74,5088.04,5070,5083.6,572.24,2906369.18
2019-04-13 05-AM,BTCUSDT,5085.69,5090,5072.19,5087.74,589.49,2995045.15
2019-04-13 04-AM,BTCUSDT,5079.66,5088.76,5068.26,5085.69,710.7,3608772.65
2019-04-13 03-AM,BTCUSDT,5075.23,5099,5075.23,5079.66,1282.29,6520483.93
2019-04-13 02-AM,BTCUSDT,5055.09,5079.97,5052.8,5075.23,794.8,4027796.13
2019-04-13 01-AM,BTCUSDT,5036.77,5057.77,5031.23,5055.09,450.62,2275493.32
2019-04-13 12-AM,BTCUSDT,5048.01,5050.93,5030.01,5036.77,454.77,2292037.6
2019-04-12 11-PM,BTCUSDT,5065.31,5068.99,5046.23,5048.01,463.79,2345693.2
2019-04-12 10-PM,BTCUSDT,5041,5068.01,5031.26,5065.31,745.29,3762923.05
2019-04-12 09-PM,BTCUSDT,5018.4,5047.09,5018.4,5041,560.68,2823229.57
2019-04-12 08-PM,BTCUSDT,5031.79,5032.64,5002.94,5018.4,1057.31,5304894.6
2019-04-12 07-PM,BTCUSDT,5033.19,5048,5027.01,5031.79,582.0,2934045.78
2019-04-12 06-PM,BTCUSDT,5041.98,5056.01,5022.41,5033.19,986.07,4969881.63
2019-04-12 05-PM,BTCUSDT,5056,5080.58,5032.51,5041.98,1674.68,8469310.81
2019-04-12 04-PM,BTCUSDT,5037.45,5060,5033.42,5056,990.96,5005802.74
2019-04-12 03-PM,BTCUSDT,5041.98,5049.58,5025.29,5037.45,1212.29,6110337.91
2019-04-12 02-PM,BTCUSDT,5025,5044,5015.84,5041.98,1153.88,5803725.38
2019-04-12 01-PM,BTCUSDT,5048.02,5055,5012.49,5025,1577.04,7943139.74
2019-04-12 12-PM,BTCUSDT,5041.36,5054.57,5036.13,5048.02,1070.61,5400914.87
2019-04-12 11-AM,BTCUSDT,5034.52,5069.97,5030.55,5041.36,2661.43,13437544.98
2019-04-12 10-AM,BTCUSDT,4995.41,5060,4982,5034.52,2050.58,10290978.44
2019-04-12 09-AM,BTCUSDT,4979.99,4996.28,4972.36,4995.41,782.59,3898243.56
2019-04-12 08-AM,BTCUSDT,4991.93,5004.97,4959,4979.99,1352.27,6734937.74
2019-04-12 07-AM,BTCUSDT,4986.76,5006,4984,4991.93,1222.19,6104146.37
2019-04-12 06-AM,BTCUSDT,4983.49,4999,4970,4986.76,724.53,3611396.55
2019-04-12 05-AM,BTCUSDT,4995.86,4997.98,4961.53,4983.49,771.19,3836851.43
2019-04-12 04-AM,BTCUSDT,4984.88,5009.45,4974.64,4995.86,1257.3,6276202.16
2019-04-12 03-AM,BTCUSDT,4957.07,4990,4930,4984.88,1432.79,7099701.32
2019-04-12 02-AM,BTCUSDT,4916.36,4965.51,4911.08,4957.07,1830.79,9052151.17
2019-04-12 01-AM,BTCUSDT,4999,4999.91,4861.22,4916.36,4193.95,20658841.83
2019-04-12 12-AM,BTCUSDT,5017.37,5023.99,4993,4999,865.71,4335869.25
2019-04-11 11-PM,BTCUSDT,5018.95,5040,5010.99,5017.37,761.91,3830487.19
2019-04-11 10-PM,BTCUSDT,4992.46,5030.61,4961.47,5018.95,1211.83,6056093.69
2019-04-11 09-PM,BTCUSDT,5025.07,5031.32,4984.1,4992.46,1030.91,5161692.6
2019-04-11 08-PM,BTCUSDT,5043.82,5048.71,5011.3,5025.07,1066.58,5364319.96
2019-04-11 07-PM,BTCUSDT,5058.34,5060.83,5020,5043.82,1242.65,6260591.34
2019-04-11 06-PM,BTCUSDT,5036.8,5069.97,5029.49,5058.34,1718.12,8670788.43
2019-04-11 05-PM,BTCUSDT,5017.24,5042.66,4997,5036.8,1582.24,7939348.99
2019-04-11 04-PM,BTCUSDT,4994.28,5029.48,4970,5017.24,1972.26,9862622.84
2019-04-11 03-PM,BTCUSDT,5007.08,5028.78,4991.35,4994.28,1767.58,8865127.69
2019-04-11 02-PM,BTCUSDT,4986.5,5015,4961.01,5007.08,1940.95,9689327.37
2019-04-11 01-PM,BTCUSDT,5018.56,5035.89,4980.03,4986.5,1792.76,8990658.03
2019-04-11 12-PM,BTCUSDT,5001.91,5025,4970,5018.56,2931.61,14660563.72
2019-04-11 11-AM,BTCUSDT,5041.67,5042.93,4927,5001.91,6879.23,34287127.76
2019-04-11 10-AM,BTCUSDT,5055.61,5078.74,5026.02,5041.67,3342.76,16886431.49
2019-04-11 09-AM,BTCUSDT,5171.11,5174.81,4988,5055.61,4165.27,21158143.7
2019-04-11 08-AM,BTCUSDT,5158.01,5179.54,5115,5171.11,1964.99,10110972.93
2019-04-11 07-AM,BTCUSDT,5187.9,5189.93,5156.88,5158.01,865.74,4476470.79
2019-04-11 06-AM,BTCUSDT,5182.67,5193.89,5170.93,5187.9,1033.24,5358322.14
2019-04-11 05-AM,BTCUSDT,5180.18,5183.11,5139.77,5182.67,1455.37,7515893.76
2019-04-11 04-AM,BTCUSDT,5143.49,5191.64,5105,5180.18,2596.59,13393247.64
2019-04-11 03-AM,BTCUSDT,5267.41,5267.55,5100,5143.49,5258.2,27217693.66
2019-04-11 02-AM,BTCUSDT,5275.28,5279.45,5251.42,5267.41,1134.01,5971670.0
2019-04-11 01-AM,BTCUSDT,5295.26,5295.29,5266.6,5275.28,803.31,4243102.38
2019-04-11 12-AM,BTCUSDT,5308.25,5332.67,5278,5295.26,1753.02,9299091.62
2019-04-10 11-PM,BTCUSDT,5275.22,5310,5275.18,5308.25,977.59,5174993.98
2019-04-10 10-PM,BTCUSDT,5272,5280,5248.96,5275.22,740.6,3900573.58
2019-04-10 09-PM,BTCUSDT,5274.32,5300.93,5233.34,5272,2051.17,10799815.69
2019-04-10 08-PM,BTCUSDT,5363.83,5382.74,5180.89,5274.32,5047.0,26657647.03
2019-04-10 07-PM,BTCUSDT,5351.79,5386.82,5337.37,5363.83,2523.57,13538227.3
2019-04-10 06-PM,BTCUSDT,5252.73,5422,5252.73,5351.79,6517.92,34848223.15
2019-04-10 05-PM,BTCUSDT,5234.48,5278.99,5229.67,5252.73,1304.46,6849950.81
2019-04-10 04-PM,BTCUSDT,5245.06,5268.99,5221.39,5234.48,1765.13,9248298.24
2019-04-10 03-PM,BTCUSDT,5231,5246,5212.04,5245.06,1129.55,5906306.6
2019-04-10 02-PM,BTCUSDT,5231.85,5237.33,5220,5231,863.75,4515139.22
2019-04-10 01-PM,BTCUSDT,5234.42,5246.39,5216.17,5231.85,1257.68,6578455.88
2019-04-10 12-PM,BTCUSDT,5197.4,5245,5195.33,5234.42,1544.36,8063681.95
2019-04-10 11-AM,BTCUSDT,5207.44,5219,5196.02,5197.4,1304.72,6796249.11
2019-04-10 10-AM,BTCUSDT,5208.79,5210.32,5189,5207.44,776.32,4036643.13
2019-04-10 09-AM,BTCUSDT,5209.96,5218,5200.01,5208.79,562.32,2929019.0
2019-04-10 08-AM,BTCUSDT,5199.97,5211.86,5196,5209.96,645.55,3358881.35
2019-04-10 07-AM,BTCUSDT,5213.89,5222.11,5193.97,5199.97,892.89,4651620.56
2019-04-10 06-AM,BTCUSDT,5213.77,5228.08,5202.06,5213.89,1154.84,6019975.12
2019-04-10 05-AM,BTCUSDT,5188.11,5220.12,5186.29,5213.77,1306.58,6797186.93
2019-04-10 04-AM,BTCUSDT,5173.54,5197.9,5171.57,5188.11,764.81,3967362.33
2019-04-10 03-AM,BTCUSDT,5182.68,5186.25,5168.04,5173.54,483.3,2502658.33
2019-04-10 02-AM,BTCUSDT,5189.85,5191.74,5177.85,5182.68,847.24,4392094.1
2019-04-10 01-AM,BTCUSDT,5165.11,5200,5161.11,5189.85,1382.04,7163760.45
2019-04-10 12-AM,BTCUSDT,5150,5179.71,5135,5165.11,1219.83,6294426.16
2019-04-09 11-PM,BTCUSDT,5153.2,5173.47,5141.08,5150,770.88,3976850.85
2019-04-09 10-PM,BTCUSDT,5172.99,5172.99,5121,5153.2,1248.39,6423467.46
2019-04-09 09-PM,BTCUSDT,5170.57,5181.24,5166.9,5172.99,561.78,2907081.06
2019-04-09 08-PM,BTCUSDT,5165.8,5194.12,5156,5170.57,904.01,4680173.26
2019-04-09 07-PM,BTCUSDT,5172.05,5174.04,5156.02,5165.8,511.36,2641054.17
2019-04-09 06-PM,BTCUSDT,5162.81,5179.47,5162.81,5172.05,634.21,3279727.09
2019-04-09 05-PM,BTCUSDT,5179.03,5185.82,5162.5,5162.81,850.53,4399526.0
2019-04-09 04-PM,BTCUSDT,5155.52,5188.94,5155,5179.03,1008.55,5218673.76
2019-04-09 03-PM,BTCUSDT,5147.55,5178.92,5146.5,5155.52,896.36,4626397.96
2019-04-09 02-PM,BTCUSDT,5152.77,5162,5135,5147.55,1344.84,6920867.29
2019-04-09 01-PM,BTCUSDT,5142.41,5185,5140.06,5152.77,1990.97,10285907.68
2019-04-09 12-PM,BTCUSDT,5153.36,5163.97,5138,5142.41,1099.58,5666031.08
2019-04-09 11-AM,BTCUSDT,5141.78,5162.9,5116.17,5153.36,1654.51,8513075.0
2019-04-09 10-AM,BTCUSDT,5123.88,5149.98,5085.75,5141.78,2345.2,11997409.32
2019-04-09 09-AM,BTCUSDT,5157.03,5165.71,5110,5123.88,1713.4,8799349.38
2019-04-09 08-AM,BTCUSDT,5147.97,5168.95,5108.9,5157.03,1703.13,8753740.1
2019-04-09 07-AM,BTCUSDT,5165.52,5177.2,5136.54,5147.97,1046.3,5397018.18
2019-04-09 06-AM,BTCUSDT,5143.33,5167.1,5138.01,5165.52,1453.9,7494375.31
2019-04-09 05-AM,BTCUSDT,5150.63,5154.67,5076.68,5143.33,2939.67,15061342.46
2019-04-09 04-AM,BTCUSDT,5158.64,5182.53,5137.52,5150.63,1558.56,8041472.88
2019-04-09 03-AM,BTCUSDT,5179.46,5198.96,5135.33,5158.64,1388.85,7175759.81
2019-04-09 02-AM,BTCUSDT,5176.01,5210,5176,5179.46,950.14,4937947.04
2019-04-09 01-AM,BTCUSDT,5185.83,5200.72,5162.95,5176.01,1582.31,8201517.3
2019-04-09 12-AM,BTCUSDT,5236.9,5238.4,5180.31,5185.83,1623.85,8458894.97
2019-04-08 11-PM,BTCUSDT,5220.96,5250,5180.09,5236.9,1284.57,6706040.52
2019-04-08 10-PM,BTCUSDT,5224.47,5255,5210.42,5220.96,1772.2,9280303.17
2019-04-08 09-PM,BTCUSDT,5203.29,5230,5198.52,5224.47,1328.09,6926672.65
2019-04-08 08-PM,BTCUSDT,5155.05,5213,5148.89,5203.29,1375.4,7132411.08
2019-04-08 07-PM,BTCUSDT,5167.15,5178.73,5145,5155.05,1256.79,6488504.76
2019-04-08 06-PM,BTCUSDT,5157.66,5189.3,5155.98,5167.15,820.49,4242260.5
2019-04-08 05-PM,BTCUSDT,5164,5171.85,5134.26,5157.66,1152.15,5934105.03
2019-04-08 04-PM,BTCUSDT,5191.31,5208,5140.32,5164,1973.77,10209760.85
2019-04-08 03-PM,BTCUSDT,5188.28,5199.08,5173,5191.31,1627.52,8439193.22
2019-04-08 02-PM,BTCUSDT,5127.29,5189.5,5116.6,5188.28,1794.8,9260485.83
2019-04-08 01-PM,BTCUSDT,5125.8,5168,5106.21,5127.29,1823.74,9372489.77
2019-04-08 12-PM,BTCUSDT,5046.16,5127.67,5039,5125.8,2784.58,14181112.89
2019-04-08 11-AM,BTCUSDT,5143.63,5153.14,5045,5046.16,4043.36,20602340.28
2019-04-08 10-AM,BTCUSDT,5216.77,5218.35,5133.62,5143.63,1505.38,7793102.23
2019-04-08 09-AM,BTCUSDT,5171.51,5218.15,5170.82,5216.77,1160.84,6027272.54
2019-04-08 08-AM,BTCUSDT,5207.91,5213.95,5131.45,5171.51,2029.55,10498354.03
2019-04-08 07-AM,BTCUSDT,5227.9,5227.9,5160,5207.91,2129.21,11050775.36
2019-04-08 06-AM,BTCUSDT,5250.74,5252.91,5204,5227.9,939.58,4914899.37
2019-04-08 05-AM,BTCUSDT,5268.03,5269.76,5230,5250.74,1275.24,6686176.19
2019-04-08 04-AM,BTCUSDT,5198.97,5269.89,5197.35,5268.03,1403.45,7352276.88
2019-04-08 03-AM,BTCUSDT,5252,5253.66,5185.45,5198.97,2423.36,12669647.52
2019-04-08 02-AM,BTCUSDT,5247.34,5301.44,5240,5252,3085.57,16275871.54
2019-04-08 01-AM,BTCUSDT,5244.83,5305,5230,5247.34,4231.58,22294667.05
2019-04-08 12-AM,BTCUSDT,5170.27,5250.19,5152.59,5244.83,3104.4,16164065.16
2019-04-07 11-PM,BTCUSDT,5159.03,5193.24,5130,5170.27,2758.93,14240700.56
2019-04-07 10-PM,BTCUSDT,5136.88,5234,5120,5159.03,3708.51,19190226.55
2019-04-07 09-PM,BTCUSDT,5127.73,5144,5121.21,5136.88,733.53,3765859.73
2019-04-07 08-PM,BTCUSDT,5121.16,5155.02,5097.76,5127.73,2023.22,10378425.99
2019-04-07 07-PM,BTCUSDT,5120,5155,5115.02,5121.16,1263.31,6486853.01
2019-04-07 06-PM,BTCUSDT,5123.86,5133,5100.91,5120,876.14,4481609.76
2019-04-07 05-PM,BTCUSDT,5103.98,5134.33,5103.69,5123.86,1151.96,5895766.88
2019-04-07 04-PM,BTCUSDT,5120.61,5134.17,5050,5103.98,3151.74,16035699.61
2019-04-07 03-PM,BTCUSDT,5133.23,5145,5097.44,5120.61,1333.06,6832324.5
2019-04-07 02-PM,BTCUSDT,5158.04,5164.97,5120.32,5133.23,1183.4,6084188.75
2019-04-07 01-PM,BTCUSDT,5144.48,5160,5132.65,5158.04,1360.21,6994932.39
2019-04-07 12-PM,BTCUSDT,5115.04,5144.48,5113.89,5144.48,741.16,3803450.2
2019-04-07 11-AM,BTCUSDT,5122.56,5128.86,5093.88,5115.04,1225.76,6270073.86
2019-04-07 10-AM,BTCUSDT,5130.15,5149,5116,5122.56,1088.99,5592298.14
2019-04-07 09-AM,BTCUSDT,5157,5175,5120,5130.15,1282.13,6599042.01
2019-04-07 08-AM,BTCUSDT,5136.61,5169.5,5120.8,5157,1221.46,6283974.31
2019-04-07 07-AM,BTCUSDT,5134.41,5160,5125.38,5136.61,1106.88,5692853.91
2019-04-07 06-AM,BTCUSDT,5098,5134.97,5081.7,5134.41,1168.27,5974030.19
2019-04-07 05-AM,BTCUSDT,5131.44,5142.97,5090.37,5098,1183.2,6063380.75
2019-04-07 04-AM,BTCUSDT,5120,5149.98,5120,5131.44,1363.9,7002826.66
2019-04-07 03-AM,BTCUSDT,5120.99,5149.44,5101.18,5120,2400.04,12298778.84
2019-04-07 02-AM,BTCUSDT,5044.11,5126.04,5042.29,5120.99,1166.81,5926976.01
2019-04-07 01-AM,BTCUSDT,5039.61,5050,5035.2,5044.11,787.68,3974006.48
2019-04-07 12-AM,BTCUSDT,5043.89,5062.74,5026,5039.61,747.43,3768285.25
2019-04-06 11-PM,BTCUSDT,5026.76,5070,5019.13,5043.89,906.52,4569135.25
2019-04-06 10-PM,BTCUSDT,5014.77,5056.98,5012.59,5026.76,1384.45,6966747.16
2019-04-06 09-PM,BTCUSDT,5068.55,5072.65,4928.59,5014.77,5096.34,25426083.04
2019-04-06 08-PM,BTCUSDT,5140,5152.97,5034,5068.55,1843.58,9410838.22
2019-04-06 07-PM,BTCUSDT,5142.45,5175.09,5131,5140,1564.55,8063260.29
2019-04-06 06-PM,BTCUSDT,5119.24,5161.89,5114.08,5142.45,1444.93,7429587.42
2019-04-06 05-PM,BTCUSDT,5150.16,5156.76,5087,5119.24,3143.53,16101265.02
2019-04-06 04-PM,BTCUSDT,5092.15,5205,5078,5150.16,6115.15,31424347.8
2019-04-06 03-PM,BTCUSDT,5029.97,5098,4998.9,5092.15,3537.98,17834278.03
2019-04-06 02-PM,BTCUSDT,4991.09,5030,4982,5029.97,1254.6,6276694.32
2019-04-06 01-PM,BTCUSDT,4989.42,5015,4989.42,4991.09,1259.28,6300202.7
2019-04-06 12-PM,BTCUSDT,4978.25,5007.77,4975,4989.42,1079.77,5393429.41
2019-04-06 11-AM,BTCUSDT,4973.42,4985,4968.08,4978.25,578.89,2881923.16
2019-04-06 10-AM,BTCUSDT,4964.94,4986.61,4963.28,4973.42,644.12,3204628.82
2019-04-06 09-AM,BTCUSDT,4971.64,4978.22,4955.08,4964.94,736.88,3661014.11
2019-04-06 08-AM,BTCUSDT,4984.45,4985.66,4950.02,4971.64,1468.74,7299908.67
2019-04-06 07-AM,BTCUSDT,4998.49,4999,4980.45,4984.45,982.74,4903278.62
2019-04-06 06-AM,BTCUSDT,4999.08,5000.99,4987.95,4998.49,470.64,2350542.84
2019-04-06 05-AM,BTCUSDT,4998.88,5008.72,4996.16,4999.08,644.06,3222406.11
2019-04-06 04-AM,BTCUSDT,4992.55,5002.09,4987.51,4998.88,617.58,3084970.92
2019-04-06 03-AM,BTCUSDT,4993.13,5005.06,4980.02,4992.55,1276.82,6381205.34
2019-04-06 02-AM,BTCUSDT,4987.8,4995.07,4974.75,4993.13,786.08,3920199.39
2019-04-06 01-AM,BTCUSDT,4991.29,4997.78,4965,4987.8,813.37,4054493.24
2019-04-06 12-AM,BTCUSDT,5004.95,5004.98,4975.24,4991.29,804.63,4015433.61
2019-04-05 11-PM,BTCUSDT,5008.12,5016,4982.67,5004.95,886.71,4436136.0
2019-04-05 10-PM,BTCUSDT,4978.75,5010.02,4965.5,5008.12,878.04,4387609.34
2019-04-05 09-PM,BTCUSDT,4972.39,4998.71,4969.4,4978.75,737.74,3676641.11
2019-04-05 08-PM,BTCUSDT,4978.62,5020,4956.27,4972.39,1748.75,8728019.9
2019-04-05 07-PM,BTCUSDT,4990.49,4999.03,4977.31,4978.62,862.35,4299888.41
2019-04-05 06-PM,BTCUSDT,5004.74,5027.1,4977.95,4990.49,1885.59,9439491.29
2019-04-05 05-PM,BTCUSDT,4988.98,5015,4972.54,5004.74,1299.99,6492031.33
2019-04-05 04-PM,BTCUSDT,4966.5,5006.87,4955,4988.98,1140.4,5684068.91
2019-04-05 03-PM,BTCUSDT,4961.31,4974.63,4941,4966.5,1516.39,7524635.9
2019-04-05 02-PM,BTCUSDT,4981.2,4999.99,4943,4961.31,2045.07,10177123.67
2019-04-05 01-PM,BTCUSDT,5005.45,5028.22,4952.02,4981.2,3073.55,15355545.94
2019-04-05 12-PM,BTCUSDT,4985.53,5015.44,4962.6,5005.45,2590.44,12939133.82
2019-04-05 11-AM,BTCUSDT,4956.34,4998.99,4953.57,4985.53,2242.32,11167777.27
2019-04-05 10-AM,BTCUSDT,4946.01,4965.37,4935,4956.34,1106.51,5478483.27
2019-04-05 09-AM,BTCUSDT,4965.23,4965.96,4941.43,4946.01,1079.25,5342498.69
2019-04-05 08-AM,BTCUSDT,4944.33,4977,4944.33,4965.23,1053.4,5228973.71
2019-04-05 07-AM,BTCUSDT,4936.27,4958.13,4934.62,4944.33,1323.5,6549411.95
2019-04-05 06-AM,BTCUSDT,4976.91,4981.48,4931.7,4936.27,1709.22,8482256.88
2019-04-05 05-AM,BTCUSDT,4943.8,5000,4939.25,4976.91,3378.13,16808093.49
2019-04-05 04-AM,BTCUSDT,4892.05,4961.11,4890.18,4943.8,1852.92,9140490.15
2019-04-05 03-AM,BTCUSDT,4914.89,4918,4880.62,4892.05,987.94,4840639.03
2019-04-05 02-AM,BTCUSDT,4908.71,4924.75,4890,4914.89,1101.73,5408282.35
2019-04-05 01-AM,BTCUSDT,4932.59,4935.08,4903.07,4908.71,979.17,4820080.73
2019-04-05 12-AM,BTCUSDT,4898.66,4954.06,4896.82,4932.59,1769.25,8723927.94
2019-04-04 11-PM,BTCUSDT,4856.36,4908.28,4856.36,4898.66,1091.61,5340060.15
2019-04-04 10-PM,BTCUSDT,4915.09,4927.99,4855.88,4856.36,1447.24,7078846.95
2019-04-04 09-PM,BTCUSDT,4842.25,4927.48,4827.76,4915.09,2385.77,11666036.08
2019-04-04 08-PM,BTCUSDT,4813.73,4850.9,4777,4842.25,3302.61,15888930.52
2019-04-04 07-PM,BTCUSDT,4844.25,4863.25,4803.23,4813.73,2259.21,10929702.57
2019-04-04 06-PM,BTCUSDT,4869.24,4872.45,4808.41,4844.25,4634.5,22444902.88
2019-04-04 05-PM,BTCUSDT,4907.69,4945,4860,4869.24,3276.14,16078017.9
2019-04-04 04-PM,BTCUSDT,4978.04,4982.15,4900,4907.69,3013.27,14866498.5
2019-04-04 03-PM,BTCUSDT,4982,4988.25,4926,4978.04,1908.62,9472053.06
2019-04-04 02-PM,BTCUSDT,4987.94,5015,4965,4982,2245.79,11217845.24
2019-04-04 01-PM,BTCUSDT,4995.26,4997.49,4965,4987.94,1655.62,8252319.61
2019-04-04 12-PM,BTCUSDT,4971.96,5000,4958.46,4995.26,1916.46,9551663.9
2019-04-04 11-AM,BTCUSDT,4950.49,4979.62,4894.99,4971.96,3504.59,17298673.67
2019-04-04 10-AM,BTCUSDT,4992.31,4993.83,4945,4950.49,1984.04,9855879.7
2019-04-04 09-AM,BTCUSDT,5005.59,5011.23,4970.18,4992.31,1707.64,8527943.76
2019-04-04 08-AM,BTCUSDT,5013,5030,4960,5005.59,2013.18,10076070.28
2019-04-04 07-AM,BTCUSDT,5016.72,5021.42,4988.62,5013,1487.01,7438454.95
2019-04-04 06-AM,BTCUSDT,4990.98,5034.11,4990.98,5016.72,1848.16,9263867.17
2019-04-04 05-AM,BTCUSDT,4985.85,5017.8,4978.99,4990.98,1774.32,8869819.33
2019-04-04 04-AM,BTCUSDT,4936.72,4987.9,4917.94,4985.85,1612.91,8003712.14
2019-04-04 03-AM,BTCUSDT,4983.07,4986.97,4906.5,4936.72,1926.36,9548635.94
2019-04-04 02-AM,BTCUSDT,4960.19,5003.96,4960.19,4983.07,2248.54,11207735.36
2019-04-04 01-AM,BTCUSDT,4989.17,5039.08,4942.46,4960.19,3147.74,15755810.87
2019-04-04 12-AM,BTCUSDT,4932.6,4994,4880,4989.17,3879.75,19174581.9
2019-04-03 11-PM,BTCUSDT,5034.92,5034.92,4760,4932.6,9989.0,48837619.98
2019-04-03 10-PM,BTCUSDT,5139.56,5204.01,4835,5034.92,7369.46,37342709.5
2019-04-03 09-PM,BTCUSDT,5236.26,5275.01,5119,5139.56,5011.86,26176941.54
2019-04-03 08-PM,BTCUSDT,5108.57,5241,5102.49,5236.26,5540.89,28737746.75
2019-04-03 07-PM,BTCUSDT,5093.94,5140,5087.01,5108.57,2662.72,13613492.81
2019-04-03 06-PM,BTCUSDT,5080.72,5150.19,5071.53,5093.94,3346.78,17108337.83
2019-04-03 05-PM,BTCUSDT,5083.72,5132,5028.06,5080.72,5392.92,27440200.08
2019-04-03 04-PM,BTCUSDT,4960.19,5095.9,4960.19,5083.72,6677.06,33711710.95
2019-04-03 03-PM,BTCUSDT,4951.05,4973.45,4936.26,4960.19,1890.6,9378084.39
2019-04-03 02-PM,BTCUSDT,4994.19,4996.17,4950,4951.05,2686.3,13354787.71
2019-04-03 01-PM,BTCUSDT,4953.46,5004.07,4945,4994.19,3076.5,15305927.45
2019-04-03 12-PM,BTCUSDT,4920.39,4975.98,4919,4953.46,2566.89,12696031.22
2019-04-03 11-AM,BTCUSDT,4909,4939.99,4905.8,4920.39,1380.35,6792880.57
2019-04-03 10-AM,BTCUSDT,4930.96,4942.87,4898.17,4909,1523.41,7493610.9
2019-04-03 09-AM,BTCUSDT,4919,4935,4903,4930.96,1532.59,7535288.02
2019-04-03 08-AM,BTCUSDT,4930,4935.58,4893.85,4919,1838.47,9024321.41
2019-04-03 07-AM,BTCUSDT,4937.11,4957.33,4920,4930,1942.93,9590364.29
2019-04-03 06-AM,BTCUSDT,4900.53,4946.64,4885.01,4937.11,2379.38,11698036.82
2019-04-03 05-AM,BTCUSDT,4837.96,4924.48,4835.41,4900.53,3646.36,17830912.49
2019-04-03 04-AM,BTCUSDT,5000.56,5002.67,4753.5,4837.96,7163.94,35031886.86
2019-04-03 03-AM,BTCUSDT,5023.9,5034.99,4930,5000.56,5100.65,25476082.96
2019-04-03 02-AM,BTCUSDT,4935.43,5027.21,4929.36,5023.9,5276.78,26286999.38
2019-04-03 01-AM,BTCUSDT,4937.77,4950,4878.66,4935.43,4174.03,20510462.81
2019-04-03 12-AM,BTCUSDT,4857.29,4950,4849,4937.77,6339.9,31122321.31
2019-04-02 11-PM,BTCUSDT,4791.79,4897.99,4771.05,4857.29,5910.24,28643858.91
2019-04-02 10-PM,BTCUSDT,4748.82,4794.47,4747.21,4791.79,1406.94,6714304.65
2019-04-02 09-PM,BTCUSDT,4764.99,4790,4745.33,4748.82,2077.54,9910293.44
2019-04-02 08-PM,BTCUSDT,4729,4787.92,4710,4764.99,3673.6,17483547.57
2019-04-02 07-PM,BTCUSDT,4714.21,4746.81,4702,4729,1359.21,6414944.16
2019-04-02 06-PM,BTCUSDT,4691.16,4715.69,4690.89,4714.21,1199.19,5643262.22
2019-04-02 05-PM,BTCUSDT,4715.64,4716.78,4665,4691.16,1870.9,8782645.52
2019-04-02 04-PM,BTCUSDT,4733.85,4736,4687.49,4715.64,2082.64,9810917.67
2019-04-02 03-PM,BTCUSDT,4718.02,4735.85,4680.1,4733.85,1933.47,9108226.7
2019-04-02 02-PM,BTCUSDT,4764.24,4768.17,4618,4718.02,4477.76,21038493.43
2019-04-02 01-PM,BTCUSDT,4766.12,4769,4732.98,4764.24,2990.31,14217267.1
2019-04-02 12-PM,BTCUSDT,4722.27,4777.82,4721.18,4766.12,2786.96,13229670.42
2019-04-02 11-AM,BTCUSDT,4729.39,4750,4716.91,4722.27,2446.89,11579170.88
2019-04-02 10-AM,BTCUSDT,4745.38,4756.86,4703,4729.39,3313.96,15652236.07
2019-04-02 09-AM,BTCUSDT,4650,4775,4649.99,4745.38,5278.19,24889656.95
2019-04-02 08-AM,BTCUSDT,4646.03,4686.94,4645,4650,3352.76,15645278.62
2019-04-02 07-AM,BTCUSDT,4675.53,4679,4625.36,4646.03,4359.65,20283755.06
2019-04-02 06-AM,BTCUSDT,4625.84,4700.02,4585.44,4675.53,9518.69,44108940.77
2019-04-02 05-AM,BTCUSDT,4498.28,4841.44,4481,4625.84,18575.83,86727784.85
2019-04-02 04-AM,BTCUSDT,4179.4,4573.67,4174.98,4498.28,10874.43,47766716.81
2019-04-02 03-AM,BTCUSDT,4176.69,4186,4167.11,4179.4,1387.62,5796395.58
2019-04-02 02-AM,BTCUSDT,4159.2,4184.16,4158.35,4176.69,1902.73,7944649.9
2019-04-02 01-AM,BTCUSDT,4153.15,4165,4145.37,4159.2,875.75,3636682.62
2019-04-02 12-AM,BTCUSDT,4144.56,4165,4140.54,4153.15,969.85,4028363.07
2019-04-01 11-PM,BTCUSDT,4146.77,4153.26,4143.27,4144.56,517.04,2144557.7
2019-04-01 10-PM,BTCUSDT,4145.06,4154.97,4142.23,4146.77,596.77,2474787.51
2019-04-01 09-PM,BTCUSDT,4137.65,4147.71,4135.64,4145.06,392.98,1627217.16
2019-04-01 08-PM,BTCUSDT,4137.45,4141.33,4133.8,4137.65,520.66,2153863.83
2019-04-01 07-PM,BTCUSDT,4140.04,4141.51,4134.59,4137.45,502.46,2079270.7
