Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
2018-11-22 03-PM,BTCUSDT,4558.99,4580.84,4538.19,4562.43,837.47,3818088.41
2018-11-22 02-PM,BTCUSDT,4529.36,4599,4526.7,4558.99,1337.14,6105181.4
2018-11-22 01-PM,BTCUSDT,4525,4561,4470,4529.36,2320.91,10479460.13
2018-11-22 12-PM,BTCUSDT,4560.02,4562.78,4502,4525,1495.84,6787324.04
2018-11-22 11-AM,BTCUSDT,4582.8,4590.26,4510.64,4560.02,1812.44,8247888.73
2018-11-22 10-AM,BTCUSDT,4559.16,4600,4559.16,4582.8,1332.32,6105681.46
2018-11-22 09-AM,BTCUSDT,4637.39,4643,4545,4559.16,1853.29,8491852.99
2018-11-22 08-AM,BTCUSDT,4630.02,4644,4621,4637.39,640.24,2966258.01
2018-11-22 07-AM,BTCUSDT,4613.03,4639.99,4592.19,4630.02,1146.02,5289718.04
2018-11-22 06-AM,BTCUSDT,4644.5,4646.14,4605,4613.03,989.16,4575876.41
2018-11-22 05-AM,BTCUSDT,4612.72,4646.16,4596,4644.5,956.29,4426618.34
2018-11-22 04-AM,BTCUSDT,4636.71,4658.38,4592,4612.72,1334.6,6174002.59
2018-11-22 03-AM,BTCUSDT,4671.45,4672.63,4611.36,4636.71,1195.69,5551624.81
2018-11-22 02-AM,BTCUSDT,4719.59,4719.59,4655.51,4671.45,1200.32,5622253.34
2018-11-22 01-AM,BTCUSDT,4645.38,4721.77,4636.54,4719.59,1248.58,5842605.97
2018-11-22 12-AM,BTCUSDT,4661.07,4678.37,4621.97,4645.38,1539.67,7163711.18
2018-11-21 11-PM,BTCUSDT,4615.03,4699.2,4590,4661.07,2423.2,11293981.19
2018-11-21 10-PM,BTCUSDT,4583.41,4649,4575.03,4615.03,2105.78,9720513.55
2018-11-21 09-PM,BTCUSDT,4552.68,4623.29,4469.84,4583.41,3187.01,14490673.5
2018-11-21 08-PM,BTCUSDT,4543.99,4629.93,4520,4552.68,1753.47,8011782.31
2018-11-21 07-PM,BTCUSDT,4556,4564.98,4520.21,4543.99,1287.92,5848714.99
2018-11-21 06-PM,BTCUSDT,4563.92,4589,4537.08,4556,1316.38,6008012.6
2018-11-21 05-PM,BTCUSDT,4620.73,4624,4506,4563.92,2786.0,12678233.42
2018-11-21 04-PM,BTCUSDT,4632.87,4661.97,4593,4620.73,1969.42,9105084.48
2018-11-21 03-PM,BTCUSDT,4556.8,4670,4556.8,4632.87,2276.78,10509793.95
2018-11-21 02-PM,BTCUSDT,4562.52,4589,4521.83,4556.8,2598.34,11832709.6
2018-11-21 01-PM,BTCUSDT,4680.98,4682.66,4537.7,4562.52,2380.82,11004432.46
2018-11-21 12-PM,BTCUSDT,4624.15,4697.96,4622.92,4680.98,1598.85,7454411.8
2018-11-21 11-AM,BTCUSDT,4681.11,4724.99,4605.08,4624.15,2205.94,10311170.72
2018-11-21 10-AM,BTCUSDT,4724.83,4728.88,4645.56,4681.11,2638.26,12365537.35
2018-11-21 09-AM,BTCUSDT,4727.63,4787.2,4683.7,4724.83,4206.13,19944012.61
2018-11-21 08-AM,BTCUSDT,4653.78,4770,4619.17,4727.63,3500.03,16435641.88
2018-11-21 07-AM,BTCUSDT,4594.6,4657,4566.1,4653.78,1638.09,7551194.73
2018-11-21 06-AM,BTCUSDT,4504.56,4619,4487,4594.6,1979.56,9008955.55
2018-11-21 05-AM,BTCUSDT,4640,4640,4500,4504.56,1487.92,6813825.37
2018-11-21 04-AM,BTCUSDT,4635,4661,4563.59,4640,2045.68,9423732.57
2018-11-21 03-AM,BTCUSDT,4557.62,4700,4509.78,4635,2465.22,11365395.47
2018-11-21 02-AM,BTCUSDT,4468.06,4620,4467.34,4557.62,2706.61,12303486.14
2018-11-21 01-AM,BTCUSDT,4484.82,4516.42,4413.85,4468.06,2606.8,11631396.33
2018-11-21 12-AM,BTCUSDT,4558.86,4590,4459.62,4484.82,3227.71,14598562.45
2018-11-20 11-PM,BTCUSDT,4457.71,4596.77,4400,4558.86,5210.31,23354274.51
2018-11-20 10-PM,BTCUSDT,4542.55,4588,4453.18,4457.71,3026.7,13681494.95
2018-11-20 09-PM,BTCUSDT,4495.26,4628,4426,4542.55,5162.3,23412227.27
2018-11-20 08-PM,BTCUSDT,4673.93,4674.98,4326,4495.26,8182.92,36547871.88
2018-11-20 07-PM,BTCUSDT,4729.51,4769.49,4651.32,4673.93,2123.16,9986384.59
2018-11-20 06-PM,BTCUSDT,4640.33,4745.34,4635.05,4729.51,3060.47,14392885.5
2018-11-20 05-PM,BTCUSDT,4857.17,4870.47,4631,4640.33,5124.06,24214709.56
2018-11-20 04-PM,BTCUSDT,4952.05,4977.97,4822.79,4857.17,4876.47,23802800.16
2018-11-20 03-PM,BTCUSDT,4867.06,4954.99,4779.99,4952.05,5549.18,26926483.16
2018-11-20 02-PM,BTCUSDT,4597.68,4937.62,4580.1,4867.06,4675.3,22148831.41
2018-11-20 01-PM,BTCUSDT,4574.98,4631.49,4550,4597.68,2468.61,11341113.35
2018-11-20 12-PM,BTCUSDT,4511.84,4654.74,4501.51,4574.98,3169.48,14542210.25
2018-11-20 11-AM,BTCUSDT,4598.55,4599.82,4501.5,4511.84,3080.71,14048628.02
2018-11-20 10-AM,BTCUSDT,4596.12,4680,4580.51,4598.55,3922.19,18149272.14
2018-11-20 09-AM,BTCUSDT,4514.68,4698.49,4512,4596.12,6303.45,29093950.88
2018-11-20 08-AM,BTCUSDT,4671.19,4684.18,4405.01,4514.68,9100.3,41296146.16
2018-11-20 07-AM,BTCUSDT,4690,4754.74,4635,4671.19,5183.98,24331367.55
2018-11-20 06-AM,BTCUSDT,4754.98,4777.27,4600,4690,4881.65,22928981.55
2018-11-20 05-AM,BTCUSDT,4812.43,4841.14,4710,4754.98,4715.51,22532271.01
2018-11-20 04-AM,BTCUSDT,4954.01,4978,4811,4812.43,2571.18,12598575.09
2018-11-20 03-AM,BTCUSDT,5008.29,5013.15,4941.54,4954.01,1868.88,9290149.46
2018-11-20 02-AM,BTCUSDT,4975.29,5048.24,4969.7,5008.29,2728.3,13684646.02
2018-11-20 01-AM,BTCUSDT,4985.38,4995.55,4961.28,4975.29,1300.9,6473463.33
2018-11-20 12-AM,BTCUSDT,4910.03,5000,4910,4985.38,2217.22,11007156.49
2018-11-19 11-PM,BTCUSDT,4942.75,4999,4910,4910.03,2535.49,12590050.5
2018-11-19 10-PM,BTCUSDT,4948.91,5000.9,4860,4942.75,3598.22,17767924.19
2018-11-19 09-PM,BTCUSDT,5014.99,5037.63,4855,4948.91,5737.54,28393099.67
2018-11-19 08-PM,BTCUSDT,5072.14,5134.57,5011,5014.99,3021.25,15353397.81
2018-11-19 07-PM,BTCUSDT,5058.32,5099.99,5014.64,5072.14,4000.66,20172765.75
2018-11-19 06-PM,BTCUSDT,5135,5169.62,5050,5058.32,3158.76,16112243.49
2018-11-19 05-PM,BTCUSDT,5145,5175.81,5100,5135,2560.44,13152221.08
2018-11-19 04-PM,BTCUSDT,5203.16,5230,5067.67,5145,4490.37,23122766.64
2018-11-19 03-PM,BTCUSDT,5202.76,5250,5161,5203.16,2848.69,14827766.54
2018-11-19 02-PM,BTCUSDT,5227.93,5246.61,5150,5202.76,2931.72,15230163.69
2018-11-19 01-PM,BTCUSDT,5312.08,5320,5190,5227.93,3268.35,17155451.88
2018-11-19 12-PM,BTCUSDT,5332.87,5359.98,5300.01,5312.08,1033.06,5511174.59
2018-11-19 11-AM,BTCUSDT,5372.31,5380.71,5317.5,5332.87,1173.31,6279980.2
2018-11-19 10-AM,BTCUSDT,5277.5,5409.5,5271.01,5372.31,3054.93,16373081.96
2018-11-19 09-AM,BTCUSDT,5360.12,5370,5251,5277.5,3040.47,16177268.37
2018-11-19 08-AM,BTCUSDT,5467.52,5467.56,5264.9,5360.12,4667.42,24943130.52
2018-11-19 07-AM,BTCUSDT,5470.01,5478.58,5429.2,5467.52,1288.8,7034252.98
2018-11-19 06-AM,BTCUSDT,5507.61,5510.83,5429,5470.01,2165.52,11836324.58
2018-11-19 05-AM,BTCUSDT,5561.37,5564,5400,5507.61,2854.91,15662065.1
2018-11-19 04-AM,BTCUSDT,5591.28,5595.8,5543.9,5561.37,631.57,3517795.65
2018-11-19 03-AM,BTCUSDT,5558.29,5600,5548.05,5591.28,982.9,5482973.14
2018-11-19 02-AM,BTCUSDT,5593.93,5598.47,5515.46,5558.29,1517.5,8454979.47
2018-11-19 01-AM,BTCUSDT,5635,5637.26,5555,5593.93,1807.63,10104736.71
2018-11-19 12-AM,BTCUSDT,5662,5664,5628,5635,944.59,5329143.69
2018-11-18 11-PM,BTCUSDT,5646.05,5662,5641.9,5662,848.32,4794344.94
2018-11-18 10-PM,BTCUSDT,5654.1,5654.5,5622.9,5646.05,812.61,4584445.19
2018-11-18 09-PM,BTCUSDT,5649.78,5660,5639.46,5654.1,888.17,5018703.85
2018-11-18 08-PM,BTCUSDT,5687.36,5687.85,5645.99,5649.78,1196.23,6774784.68
2018-11-18 07-PM,BTCUSDT,5679,5738.17,5676,5687.36,2106.65,12005465.77
2018-11-18 06-PM,BTCUSDT,5650.61,5679.98,5646.15,5679,829.89,4694148.27
2018-11-18 05-PM,BTCUSDT,5652.2,5656.22,5643.05,5650.61,720.92,4073134.92
2018-11-18 04-PM,BTCUSDT,5641.09,5661.09,5637.18,5652.2,859.08,4855380.4
2018-11-18 03-PM,BTCUSDT,5647.75,5649.62,5625.49,5641.09,886.71,5002764.89
2018-11-18 02-PM,BTCUSDT,5624.28,5650,5624,5647.75,802.73,4525916.01
2018-11-18 01-PM,BTCUSDT,5649.03,5650.72,5622,5624.28,957.61,5400330.84
2018-11-18 12-PM,BTCUSDT,5627.01,5653.14,5627.01,5649.03,799.16,4510611.11
2018-11-18 11-AM,BTCUSDT,5617.8,5642.47,5617.7,5627.01,941.76,5304278.47
2018-11-18 10-AM,BTCUSDT,5643.41,5643.6,5617,5617.8,931.84,5250414.96
2018-11-18 09-AM,BTCUSDT,5645.76,5655.83,5637.9,5643.41,749.65,4232798.89
2018-11-18 08-AM,BTCUSDT,5660.59,5663.29,5637.03,5645.76,929.79,5253090.64
2018-11-18 07-AM,BTCUSDT,5668.88,5679.99,5659.1,5660.59,921.44,5228517.58
2018-11-18 06-AM,BTCUSDT,5673.39,5681.9,5661.59,5668.88,849.47,4818647.68
2018-11-18 05-AM,BTCUSDT,5661.07,5685,5653.09,5673.39,923.23,5232135.41
2018-11-18 04-AM,BTCUSDT,5671.24,5671.9,5653.54,5661.07,892.66,5055016.93
2018-11-18 03-AM,BTCUSDT,5664.25,5688.84,5664.25,5671.24,1087.65,6171758.5
2018-11-18 02-AM,BTCUSDT,5642.78,5682,5641,5664.25,1250.0,7078427.79
2018-11-18 01-AM,BTCUSDT,5651.35,5653.18,5637.46,5642.78,771.24,4352845.6
2018-11-18 12-AM,BTCUSDT,5628.29,5656,5626.07,5651.35,907.98,5120562.93
2018-11-17 11-PM,BTCUSDT,5610.59,5632.61,5610.22,5628.29,944.93,5310954.89
2018-11-17 10-PM,BTCUSDT,5609.19,5615.98,5588.89,5610.59,865.16,4851320.22
2018-11-17 09-PM,BTCUSDT,5629.18,5635,5607.01,5609.19,844.28,4745709.46
2018-11-17 08-PM,BTCUSDT,5611.59,5630,5606,5629.18,904.83,5085811.45
2018-11-17 07-PM,BTCUSDT,5606.23,5620,5605.22,5611.59,908.63,5100096.32
2018-11-17 06-PM,BTCUSDT,5609.76,5618,5597.77,5606.23,954.57,5352856.26
2018-11-17 05-PM,BTCUSDT,5648.09,5656.6,5604,5609.76,1432.48,8052817.93
2018-11-17 04-PM,BTCUSDT,5600.38,5655,5598.14,5648.09,1236.25,6943181.47
2018-11-17 03-PM,BTCUSDT,5613.68,5615,5598,5600.38,950.14,5327846.13
2018-11-17 02-PM,BTCUSDT,5622.61,5623.2,5585,5613.68,1057.05,5926895.9
2018-11-17 01-PM,BTCUSDT,5607.26,5635,5595.51,5622.61,1012.19,5678514.54
2018-11-17 12-PM,BTCUSDT,5615.9,5616.53,5596.28,5607.26,1057.82,5931401.73
2018-11-17 11-AM,BTCUSDT,5576.23,5632.59,5573.11,5615.9,1110.21,6216043.55
2018-11-17 10-AM,BTCUSDT,5603.14,5608.55,5571,5576.23,1090.63,6098545.83
2018-11-17 09-AM,BTCUSDT,5602.96,5614.99,5594.21,5603.14,1048.57,5876397.1
2018-11-17 08-AM,BTCUSDT,5638.06,5639.87,5589.66,5602.96,1179.88,6614493.02
2018-11-17 07-AM,BTCUSDT,5599.3,5646.59,5590,5638.06,1244.37,6981537.42
2018-11-17 06-AM,BTCUSDT,5582.72,5602.2,5579.3,5599.3,1164.65,6513634.12
2018-11-17 05-AM,BTCUSDT,5596.18,5600,5572.47,5582.72,1107.76,6188999.83
2018-11-17 04-AM,BTCUSDT,5576.46,5601.89,5565.43,5596.18,1178.8,6580039.54
2018-11-17 03-AM,BTCUSDT,5595.26,5596.09,5566.92,5576.46,1000.64,5586204.01
2018-11-17 02-AM,BTCUSDT,5614.99,5615,5573,5595.26,1225.34,6853280.02
2018-11-17 01-AM,BTCUSDT,5618.23,5627.28,5600.24,5614.99,936.88,5263095.85
2018-11-17 12-AM,BTCUSDT,5655.94,5655.94,5618.03,5618.23,1055.41,5949313.62
2018-11-16 11-PM,BTCUSDT,5579.61,5668.91,5553.96,5655.94,1934.2,10868829.43
2018-11-16 10-PM,BTCUSDT,5587.99,5596.64,5549.25,5579.61,1767.03,9845147.36
2018-11-16 09-PM,BTCUSDT,5633.97,5640,5579,5587.99,1522.63,8538377.78
2018-11-16 08-PM,BTCUSDT,5627.5,5646.5,5601.03,5633.97,1372.07,7714788.52
2018-11-16 07-PM,BTCUSDT,5656.76,5660.05,5620.97,5627.5,1144.11,6453934.91
2018-11-16 06-PM,BTCUSDT,5663.09,5666.18,5637.63,5656.76,1302.82,7364281.44
2018-11-16 05-PM,BTCUSDT,5661,5677.37,5659.78,5663.09,1067.52,6051725.56
2018-11-16 04-PM,BTCUSDT,5645.62,5694.97,5640,5661,1506.51,8534389.38
2018-11-16 03-PM,BTCUSDT,5676.5,5679.33,5641.26,5645.62,1614.88,9140146.68
2018-11-16 02-PM,BTCUSDT,5677.32,5696.9,5664.86,5676.5,1454.02,8260761.1
2018-11-16 01-PM,BTCUSDT,5650,5691.96,5643.85,5677.32,1351.91,7668505.15
2018-11-16 12-PM,BTCUSDT,5669.8,5671.76,5640.74,5650,1378.04,7794980.67
2018-11-16 11-AM,BTCUSDT,5670.92,5699,5661.71,5669.8,1786.41,10146027.15
2018-11-16 10-AM,BTCUSDT,5595.89,5676.29,5578.23,5670.92,2177.36,12285304.51
2018-11-16 09-AM,BTCUSDT,5624.39,5628.33,5560.05,5595.89,2495.44,13980981.91
2018-11-16 08-AM,BTCUSDT,5641.8,5663.77,5602,5624.39,1932.22,10888610.39
2018-11-16 07-AM,BTCUSDT,5685.85,5703.24,5634,5641.8,1438.5,8160940.78
2018-11-16 06-AM,BTCUSDT,5683.17,5696.2,5656,5685.85,1519.72,8639503.62
2018-11-16 05-AM,BTCUSDT,5700.08,5708.85,5671,5683.17,2349.38,13382500.81
2018-11-16 04-AM,BTCUSDT,5730.47,5731.8,5693.87,5700.08,1803.67,10304656.23
2018-11-16 03-AM,BTCUSDT,5718.01,5750,5715.36,5730.47,923.58,5293813.98
2018-11-16 02-AM,BTCUSDT,5700,5724.97,5695.19,5718.01,809.47,4625976.86
2018-11-16 01-AM,BTCUSDT,5706.23,5718.46,5674.66,5700,734.19,4183307.71
2018-11-16 12-AM,BTCUSDT,5753.4,5782.89,5692.53,5706.23,1280.03,7342146.59
2018-11-15 11-PM,BTCUSDT,5665.94,5766.52,5658.8,5753.4,1401.24,8015416.36
2018-11-15 10-PM,BTCUSDT,5645,5688.28,5625.37,5665.94,671.8,3803546.68
2018-11-15 09-PM,BTCUSDT,5639.01,5645,5581.4,5645,1039.31,5832506.67
2018-11-15 08-PM,BTCUSDT,5690.39,5708.84,5630.54,5639.01,986.0,5583467.76
2018-11-15 07-PM,BTCUSDT,5673.89,5712.97,5639.58,5690.39,1054.6,5983835.36
2018-11-15 06-PM,BTCUSDT,5668.27,5696.69,5626.72,5673.89,1097.84,6215115.91
2018-11-15 05-PM,BTCUSDT,5672.3,5763.45,5630,5668.27,2547.87,14525187.47
2018-11-15 04-PM,BTCUSDT,5675.12,5745.71,5561,5672.3,3065.04,17344314.58
2018-11-15 03-PM,BTCUSDT,5403.52,5724,5403.43,5675.12,5731.81,32067051.79
2018-11-15 02-PM,BTCUSDT,5596.3,5597.45,5403.42,5403.52,3555.88,19570169.21
2018-11-15 01-PM,BTCUSDT,5588.19,5610.74,5555.01,5596.3,1443.2,8062500.48
2018-11-15 12-PM,BTCUSDT,5590.2,5648.4,5568.99,5588.19,1155.19,6483745.86
2018-11-15 11-AM,BTCUSDT,5590,5635.1,5550,5590.2,1567.69,8773568.87
2018-11-15 10-AM,BTCUSDT,5761.79,5771.95,5540,5590,3303.66,18586896.19
2018-11-15 09-AM,BTCUSDT,5723,5770,5713.18,5761.79,644.91,3707645.57
2018-11-15 08-AM,BTCUSDT,5760.94,5787.35,5713,5723,827.77,4766703.14
2018-11-15 07-AM,BTCUSDT,5719.42,5790,5715.79,5760.94,931.03,5356038.16
2018-11-15 06-AM,BTCUSDT,5739.72,5747,5666.51,5719.42,998.28,5703345.17
2018-11-15 05-AM,BTCUSDT,5707.19,5747.19,5678.9,5739.72,1379.11,7875300.9
2018-11-15 04-AM,BTCUSDT,5746.57,5751.77,5628.27,5707.19,2158.16,12267815.28
2018-11-15 03-AM,BTCUSDT,5739.15,5791.5,5710.28,5746.57,1175.62,6757341.93
2018-11-15 02-AM,BTCUSDT,5839.56,5839.56,5667.52,5739.15,2125.2,12247450.32
2018-11-15 01-AM,BTCUSDT,5887.09,5892.85,5826.1,5839.56,1206.91,7080844.58
2018-11-15 12-AM,BTCUSDT,5922.41,5939.54,5863.69,5887.09,1875.73,11058858.42
2018-11-14 11-PM,BTCUSDT,5796.64,5925,5788.87,5922.41,1894.59,11105927.48
2018-11-14 10-PM,BTCUSDT,5836.82,5855,5765,5796.64,1211.47,7046664.91
2018-11-14 09-PM,BTCUSDT,5767.89,5906,5725.52,5836.82,3018.25,17591881.13
2018-11-14 08-PM,BTCUSDT,5863.94,5868.29,5656.87,5767.89,2846.4,16381974.36
2018-11-14 07-PM,BTCUSDT,5880,5914.94,5700,5863.94,3964.84,23077625.46
2018-11-14 06-PM,BTCUSDT,5979.67,5998,5861,5880,2850.1,16907096.59
2018-11-14 05-PM,BTCUSDT,5965.11,6020,5844,5979.67,5368.55,31806020.24
2018-11-14 04-PM,BTCUSDT,6232.83,6274.33,5829.99,5965.11,7603.32,45916637.21
2018-11-14 03-PM,BTCUSDT,6309.15,6318.99,6203.36,6232.83,2573.16,16140780.9
2018-11-14 02-PM,BTCUSDT,6363.4,6364.16,6292.93,6309.15,1627.09,10287110.36
2018-11-14 01-PM,BTCUSDT,6366.28,6371.33,6350.66,6363.4,684.01,4350303.84
2018-11-14 12-PM,BTCUSDT,6381.88,6398,6360,6366.28,707.82,4519386.29
2018-11-14 11-AM,BTCUSDT,6362.8,6386.16,6340,6381.88,880.85,5603115.13
2018-11-14 10-AM,BTCUSDT,6432.1,6440,6346.05,6362.8,1869.36,11929970.99
2018-11-14 09-AM,BTCUSDT,6472,6482.84,6410,6432.1,952.99,6148746.31
2018-11-14 08-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 07-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 06-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 05-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 04-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 03-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 02-AM,BTCUSDT,6472,6472,6472,6472,0.0,0.0
2018-11-14 01-AM,BTCUSDT,6466.71,6473.32,6452.72,6472,408.76,2641829.16
2018-11-14 12-AM,BTCUSDT,6457.66,6474.92,6451,6466.71,317.19,2050256.91
2018-11-13 11-PM,BTCUSDT,6477.34,6480.1,6457.66,6457.66,347.5,2248320.39
2018-11-13 10-PM,BTCUSDT,6479,6484.14,6466.71,6477.34,303.26,1964265.22
2018-11-13 09-PM,BTCUSDT,6489.1,6489.1,6470,6479,370.33,2399330.59
2018-11-13 08-PM,BTCUSDT,6461.3,6492,6459.54,6489.1,452.89,2932910.49
2018-11-13 07-PM,BTCUSDT,6457.34,6475,6443.65,6461.3,647.14,4180271.55
2018-11-13 06-PM,BTCUSDT,6485.99,6498,6445.09,6457.34,731.04,4736875.47
2018-11-13 05-PM,BTCUSDT,6490,6496,6475.8,6485.99,661.91,4292964.5
2018-11-13 04-PM,BTCUSDT,6459.5,6495,6455.86,6490,621.44,4021568.96
2018-11-13 03-PM,BTCUSDT,6448.93,6472.07,6441.01,6459.5,469.04,3029272.61
2018-11-13 02-PM,BTCUSDT,6451.1,6453.38,6438.98,6448.93,523.02,3371184.97
2018-11-13 01-PM,BTCUSDT,6453.58,6472,6441.81,6451.1,487.96,3152090.72
2018-11-13 12-PM,BTCUSDT,6443.24,6461.93,6443.24,6453.58,448.14,2891915.03
2018-11-13 11-AM,BTCUSDT,6446.98,6469,6441.82,6443.24,582.59,3759276.08
2018-11-13 10-AM,BTCUSDT,6441.39,6448.41,6439.01,6446.98,314.35,2025958.0
2018-11-13 09-AM,BTCUSDT,6444.01,6450,6431.43,6441.39,312.36,2012436.24
2018-11-13 08-AM,BTCUSDT,6460.48,6464,6426.53,6444.01,440.55,2840372.78
2018-11-13 07-AM,BTCUSDT,6458.48,6463.47,6437.59,6460.48,419.17,2704295.36
2018-11-13 06-AM,BTCUSDT,6463.64,6473.63,6456.06,6458.48,309.33,1999848.89
2018-11-13 05-AM,BTCUSDT,6458.38,6468,6450,6463.64,334.86,2162708.39
2018-11-13 04-AM,BTCUSDT,6443.01,6467.06,6442.16,6458.38,479.18,3095161.43
2018-11-13 03-AM,BTCUSDT,6440,6472,6436.5,6443.01,474.59,3063871.8
2018-11-13 02-AM,BTCUSDT,6422.07,6442.75,6391.15,6440,620.06,3980505.66
2018-11-13 01-AM,BTCUSDT,6443.32,6445.5,6407,6422.07,521.02,3347197.87
2018-11-13 12-AM,BTCUSDT,6453.07,6455.99,6430,6443.32,327.24,2109356.62
2018-11-12 11-PM,BTCUSDT,6451.16,6458.91,6440.99,6453.07,263.83,1701977.08
2018-11-12 10-PM,BTCUSDT,6437.55,6452.71,6421,6451.16,455.08,2928096.17
2018-11-12 09-PM,BTCUSDT,6455.48,6458.97,6425.06,6437.55,344.51,2220045.04
2018-11-12 08-PM,BTCUSDT,6458.64,6461.47,6451.47,6455.48,189.27,1222028.77
2018-11-12 07-PM,BTCUSDT,6439.03,6464.01,6436,6458.64,340.24,2194557.71
2018-11-12 06-PM,BTCUSDT,6447.45,6450.44,6438.83,6439.03,253.04,1630829.63
2018-11-12 05-PM,BTCUSDT,6447.38,6452.5,6438.79,6447.45,345.4,2226379.29
2018-11-12 04-PM,BTCUSDT,6452.12,6454.9,6445,6447.38,340.22,2194051.52
2018-11-12 03-PM,BTCUSDT,6456.67,6467.07,6442.68,6452.12,529.31,3415844.01
2018-11-12 02-PM,BTCUSDT,6468.49,6483.93,6456.41,6456.67,773.4,5005031.55
2018-11-12 01-PM,BTCUSDT,6447.17,6468.49,6445.08,6468.49,783.08,5057009.7
2018-11-12 12-PM,BTCUSDT,6439.28,6451.97,6439.14,6447.17,423.19,2727618.52
2018-11-12 11-AM,BTCUSDT,6439.26,6452.2,6433.97,6439.28,409.13,2634685.2
2018-11-12 10-AM,BTCUSDT,6442.81,6447.39,6433,6439.26,318.41,2050608.82
2018-11-12 09-AM,BTCUSDT,6450.62,6450.62,6440.67,6442.81,362.23,2335216.55
2018-11-12 08-AM,BTCUSDT,6447.29,6455.14,6432.7,6450.62,475.27,3063356.27
2018-11-12 07-AM,BTCUSDT,6450,6455.14,6442.24,6447.29,511.32,3297955.11
2018-11-12 06-AM,BTCUSDT,6461.51,6463.99,6438,6450,392.75,2534186.83
2018-11-12 05-AM,BTCUSDT,6454.34,6462,6449.57,6461.51,219.11,1414407.94
2018-11-12 04-AM,BTCUSDT,6455.25,6464,6452.26,6454.34,208.55,1346618.93
2018-11-12 03-AM,BTCUSDT,6471.43,6478.44,6452.26,6455.25,346.15,2239168.85
2018-11-12 02-AM,BTCUSDT,6450.86,6475,6450.01,6471.43,280.36,1811306.45
2018-11-12 01-AM,BTCUSDT,6458.45,6463.04,6443,6450.86,276.58,1785350.03
2018-11-12 12-AM,BTCUSDT,6449.81,6497,6449.81,6458.45,718.32,4650229.15
2018-11-11 11-PM,BTCUSDT,6410,6462.14,6404,6449.81,547.44,3523762.05
2018-11-11 10-PM,BTCUSDT,6412.33,6419.46,6404,6410,217.81,1396464.12
2018-11-11 09-PM,BTCUSDT,6426.63,6426.63,6411.04,6412.33,161.04,1033662.24
2018-11-11 08-PM,BTCUSDT,6421.38,6430,6418.42,6426.63,217.07,1394527.51
2018-11-11 07-PM,BTCUSDT,6412.36,6435.42,6408.51,6421.38,460.99,2962190.78
2018-11-11 06-PM,BTCUSDT,6398.02,6412.91,6395.95,6412.36,236.34,1514021.84
2018-11-11 05-PM,BTCUSDT,6388.42,6408.94,6381.41,6398.02,431.29,2758362.26
2018-11-11 04-PM,BTCUSDT,6380.89,6397.44,6363.34,6388.42,470.17,3001349.77
2018-11-11 03-PM,BTCUSDT,6418.85,6419.93,6355,6380.89,934.57,5962539.25
2018-11-11 02-PM,BTCUSDT,6408.08,6420,6406.42,6418.85,294.87,1891321.79
2018-11-11 01-PM,BTCUSDT,6422.04,6428.21,6402,6408.08,284.49,1825221.79
2018-11-11 12-PM,BTCUSDT,6410.01,6428.18,6407.36,6422.04,278.28,1787541.76
2018-11-11 11-AM,BTCUSDT,6422.66,6432.04,6403.35,6410.01,417.07,2678578.25
2018-11-11 10-AM,BTCUSDT,6431.97,6432.57,6412.77,6422.66,428.46,2751851.58
2018-11-11 09-AM,BTCUSDT,6440.67,6441.17,6429.01,6431.97,212.9,1370357.93
2018-11-11 08-AM,BTCUSDT,6443.67,6448.63,6436.09,6440.67,207.69,1338107.31
2018-11-11 07-AM,BTCUSDT,6442.22,6449.83,6435.52,6443.67,262.83,1692843.89
2018-11-11 06-AM,BTCUSDT,6428.64,6450,6426.21,6442.22,251.23,1617829.3
2018-11-11 05-AM,BTCUSDT,6439.54,6441.48,6427.02,6428.64,238.17,1532718.52
2018-11-11 04-AM,BTCUSDT,6428.72,6440.97,6425.27,6439.54,242.33,1558984.19
2018-11-11 03-AM,BTCUSDT,6438.24,6438.24,6422.1,6428.72,300.47,1931227.7
2018-11-11 02-AM,BTCUSDT,6443.53,6444.96,6431.11,6438.24,188.42,1212937.0
2018-11-11 01-AM,BTCUSDT,6442.54,6449.29,6438.81,6443.53,224.87,1449260.65
2018-11-11 12-AM,BTCUSDT,6433.05,6442.76,6431.11,6442.54,229.85,1479812.6
2018-11-10 11-PM,BTCUSDT,6449.24,6451.54,6431.11,6433.05,300.89,1937847.51
2018-11-10 10-PM,BTCUSDT,6454.09,6456.79,6443.3,6449.24,179.74,1159395.29
2018-11-10 09-PM,BTCUSDT,6457.76,6465,6454,6454.09,247.09,1596024.43
2018-11-10 08-PM,BTCUSDT,6447.4,6460,6446.01,6457.76,253.45,1635639.57
2018-11-10 07-PM,BTCUSDT,6447.78,6453.65,6443.52,6447.4,172.76,1113812.98
